Latitude (decimal degrees):	33.651
Longitude (decimal degrees):	-117.710
Elevation (m):	113
Radiation database:	PVGIS-NSRDB


Slope: 34 deg. (optimum)
Azimuth: 9 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	100.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150115:1000,0.0,0.0,0.0,0.0,0.0,13.68,1.48,0.0
20150115:1100,0.0,0.0,0.0,0.0,0.0,13.48,1.47,0.0
20150115:1200,0.0,0.0,0.0,0.0,0.0,13.28,1.46,0.0
20150115:1300,0.0,0.0,0.0,0.0,0.0,13.4,1.45,0.0
20150115:1400,0.0,0.0,0.0,0.0,0.0,13.51,1.43,0.0
20150115:1500,0.0,0.0,0.0,0.0,0.0,13.63,1.42,0.0
20150115:1600,23830.0,236.01,70.02,2.77,10.87,14.4,1.33,0.0
20150115:1700,46589.0,476.24,96.36,5.92,20.45,15.17,1.25,0.0
20150115:1800,62596.0,673.44,110.95,8.48,28.21,15.93,1.16,0.0
20150115:1900,72827.0,810.94,118.5,10.14,33.38,16.4,1.33,0.0
20150115:2000,77116.0,869.6,122.85,10.69,35.21,16.86,1.51,0.0
20150115:2100,75778.0,848.61,122.79,10.11,33.38,17.32,1.68,0.0
20150115:2200,68456.0,749.04,118.4,8.47,28.2,17.42,1.57,0.0
20150115:2300,54818.0,572.86,109.71,5.92,20.43,17.53,1.45,0.0
20150116:0000,33123.0,327.05,85.52,2.8,11.04,17.63,1.34,0.0
20150116:0100,0.0,0.0,0.0,0.0,0.0,17.09,1.43,0.0
20150116:0200,0.0,0.0,0.0,0.0,0.0,16.54,1.52,0.0
20150116:0300,0.0,0.0,0.0,0.0,0.0,16.0,1.61,0.0
20150116:0400,0.0,0.0,0.0,0.0,0.0,15.57,1.64,0.0
20150116:0500,0.0,0.0,0.0,0.0,0.0,15.13,1.66,0.0
20150116:0600,0.0,0.0,0.0,0.0,0.0,14.7,1.68,0.0
20150116:0700,0.0,0.0,0.0,0.0,0.0,14.48,1.66,0.0
20150116:0800,0.0,0.0,0.0,0.0,0.0,14.26,1.64,0.0
20150116:0900,0.0,0.0,0.0,0.0,0.0,14.04,1.61,0.0
20150116:1000,0.0,0.0,0.0,0.0,0.0,13.92,1.51,0.0
20150116:1100,0.0,0.0,0.0,0.0,0.0,13.8,1.41,0.0
20150116:1200,0.0,0.0,0.0,0.0,0.0,13.68,1.31,0.0
20150116:1300,0.0,0.0,0.0,0.0,0.0,13.7,1.43,0.0
20150116:1400,0.0,0.0,0.0,0.0,0.0,13.71,1.54,0.0
20150116:1500,0.0,0.0,0.0,0.0,0.0,13.72,1.66,0.0
20150116:1600,23454.0,232.04,69.31,2.75,10.94,14.55,1.54,0.0
20150116:1700,45615.0,465.38,93.95,5.82,20.54,15.38,1.43,0.0
20150116:1800,61409.0,657.97,108.49,8.33,28.34,16.2,1.32,0.0
20150116:1900,71120.0,789.08,117.23,9.94,33.54,16.86,1.34,0.0
20150116:2000,75224.0,850.52,120.26,10.5,35.4,17.52,1.35,0.0
20150116:2100,62200.0,590.77,194.64,8.6,33.58,18.17,1.37,0.0
20150116:2200,49192.0,403.11,206.12,6.67,28.4,17.72,1.27,0.0
20150116:2300,53415.0,558.87,106.43,5.82,20.63,17.28,1.17,0.0
20150117:0000,32224.0,317.12,83.41,2.77,11.23,16.83,1.08,0.0
20150117:0100,0.0,0.0,0.0,0.0,0.0,16.61,1.15,0.0
20150117:0200,0.0,0.0,0.0,0.0,0.0,16.4,1.23,0.0
20150117:0300,0.0,0.0,0.0,0.0,0.0,16.18,1.31,0.0
20150117:0400,0.0,0.0,0.0,0.0,0.0,15.88,1.39,0.0
20150117:0500,0.0,0.0,0.0,0.0,0.0,15.58,1.47,0.0
20150117:0600,0.0,0.0,0.0,0.0,0.0,15.28,1.54,0.0
20150117:0700,0.0,0.0,0.0,0.0,0.0,15.0,1.54,0.0
20150117:0800,0.0,0.0,0.0,0.0,0.0,14.73,1.53,0.0
20150117:0900,0.0,0.0,0.0,0.0,0.0,14.45,1.52,0.0
20150117:1000,0.0,0.0,0.0,0.0,0.0,14.31,1.47,0.0
20150117:1100,0.0,0.0,0.0,0.0,0.0,14.17,1.42,0.0
20150117:1200,0.0,0.0,0.0,0.0,0.0,14.03,1.37,0.0
20150117:1300,0.0,0.0,0.0,0.0,0.0,14.13,1.17,0.0
20150117:1400,0.0,0.0,0.0,0.0,0.0,14.23,0.98,0.0
20150117:1500,0.0,0.0,0.0,0.0,0.0,14.33,0.79,0.0
20150117:1600,22430.0,223.96,66.74,2.68,11.01,15.1,0.86,0.0
20150117:1700,44328.0,454.53,92.96,5.74,20.65,15.88,0.92,0.0
20150117:1800,60251.0,648.91,107.74,8.26,28.47,16.65,0.99,0.0
20150117:1900,70068.0,783.06,115.25,9.88,33.71,17.06,1.01,0.0
20150117:2000,74286.0,844.28,119.65,10.46,35.6,17.46,1.02,0.0
20150117:2100,73020.0,827.18,119.55,9.94,33.79,17.86,1.03,0.0
20150117:2200,66128.0,729.64,116.38,8.35,28.61,18.21,1.05,0.0
20150117:2300,53105.0,559.17,107.43,5.87,20.83,18.55,1.07,0.0
20150118:0000,32098.0,318.38,84.42,2.82,11.42,18.9,1.09,0.0
20150118:0100,0.0,0.0,0.0,0.0,0.0,17.97,0.99,0.0
20150118:0200,0.0,0.0,0.0,0.0,0.0,17.04,0.9,0.0
20150118:0300,0.0,0.0,0.0,0.0,0.0,16.11,0.8,0.0
20150118:0400,0.0,0.0,0.0,0.0,0.0,15.87,0.73,0.0
20150118:0500,0.0,0.0,0.0,0.0,0.0,15.62,0.65,0.0
20150118:0600,0.0,0.0,0.0,0.0,0.0,15.38,0.58,0.0
20150118:0700,0.0,0.0,0.0,0.0,0.0,15.09,0.83,0.0
20150118:0800,0.0,0.0,0.0,0.0,0.0,14.8,1.08,0.0
20150118:0900,0.0,0.0,0.0,0.0,0.0,14.51,1.32,0.0
20150118:1000,0.0,0.0,0.0,0.0,0.0,14.39,1.17,0.0
20150118:1100,0.0,0.0,0.0,0.0,0.0,14.26,1.01,0.0
20150118:1200,0.0,0.0,0.0,0.0,0.0,14.13,0.86,0.0
20150118:1300,0.0,0.0,0.0,0.0,0.0,14.12,0.91,0.0
20150118:1400,0.0,0.0,0.0,0.0,0.0,14.11,0.97,0.0
20150118:1500,0.0,0.0,0.0,0.0,0.0,14.1,1.02,0.0
20150118:1600,4080.0,2.02,61.55,1.16,11.09,14.77,0.91,0.0
20150118:1700,26187.0,173.11,149.61,4.08,20.75,15.45,0.79,0.0
20150118:1800,60202.0,650.98,107.52,8.31,28.61,16.12,0.68,0.0
20150118:1900,57235.0,508.04,209.61,8.42,33.88,16.85,0.89,0.0
20150118:2000,74679.0,849.15,119.49,10.55,35.8,17.57,1.1,0.0
20150118:2100,54071.0,425.98,250.08,7.97,34.0,18.29,1.31,0.0
20150118:2200,41140.0,279.15,226.39,6.08,28.82,17.73,1.41,0.0
20150118:2300,38339.0,313.91,155.04,4.71,21.03,17.18,1.5,0.0
20150119:0000,23510.0,205.81,87.2,2.34,11.61,16.62,1.6,0.0
20150119:0100,0.0,0.0,0.0,0.0,0.0,16.27,1.65,0.0
20150119:0200,0.0,0.0,0.0,0.0,0.0,15.91,1.69,0.0
20150119:0300,0.0,0.0,0.0,0.0,0.0,15.56,1.74,0.0
20150119:0400,0.0,0.0,0.0,0.0,0.0,15.44,1.55,0.0
20150119:0500,0.0,0.0,0.0,0.0,0.0,15.31,1.37,0.0
20150119:0600,0.0,0.0,0.0,0.0,0.0,15.19,1.19,0.0
20150119:0700,0.0,0.0,0.0,0.0,0.0,15.13,1.02,0.0
20150119:0800,0.0,0.0,0.0,0.0,0.0,15.08,0.86,0.0
20150119:0900,0.0,0.0,0.0,0.0,0.0,15.02,0.69,0.0
20150119:1000,0.0,0.0,0.0,0.0,0.0,14.85,0.8,0.0
20150119:1100,0.0,0.0,0.0,0.0,0.0,14.68,0.92,0.0
20150119:1200,0.0,0.0,0.0,0.0,0.0,14.51,1.03,0.0
20150119:1300,0.0,0.0,0.0,0.0,0.0,14.37,0.93,0.0
20150119:1400,0.0,0.0,0.0,0.0,0.0,14.22,0.83,0.0
20150119:1500,0.0,0.0,0.0,0.0,0.0,14.08,0.73,0.0
20150119:1600,3163.0,0.0,52.1,0.97,11.18,14.78,0.7,0.0
20150119:1700,18886.0,86.91,150.06,3.43,20.87,15.48,0.67,0.0
20150119:1800,41206.0,297.95,209.06,6.35,28.76,16.18,0.63,0.0
20150119:1900,59117.0,545.27,196.54,8.62,34.06,16.43,0.88,0.0
20150119:2000,75226.0,850.72,120.59,10.62,36.0,16.67,1.12,0.0
20150119:2100,74360.0,833.71,120.47,10.09,34.22,16.91,1.37,0.0
20150119:2200,67507.0,738.43,115.89,8.5,29.04,16.65,1.29,0.0
20150119:2300,54208.0,565.56,106.68,5.99,21.24,16.4,1.21,0.0
20150120:0000,33354.0,328.66,83.9,2.94,11.81,16.14,1.13,0.0
20150120:0100,0.0,0.0,0.0,0.0,0.0,15.79,1.11,0.0
20150120:0200,0.0,0.0,0.0,0.0,0.0,15.43,1.09,0.0
20150120:0300,0.0,0.0,0.0,0.0,0.0,15.08,1.08,0.0
20150120:0400,0.0,0.0,0.0,0.0,0.0,15.06,1.04,0.0
20150120:0500,0.0,0.0,0.0,0.0,0.0,15.03,1.01,0.0
20150120:0600,0.0,0.0,0.0,0.0,0.0,15.01,0.98,0.0
20150120:0700,0.0,0.0,0.0,0.0,0.0,14.94,0.82,0.0
20150120:0800,0.0,0.0,0.0,0.0,0.0,14.87,0.66,0.0
20150120:0900,0.0,0.0,0.0,0.0,0.0,14.79,0.5,0.0
20150120:1000,0.0,0.0,0.0,0.0,0.0,14.61,0.43,0.0
20150120:1100,0.0,0.0,0.0,0.0,0.0,14.42,0.37,0.0
20150120:1200,0.0,0.0,0.0,0.0,0.0,14.23,0.3,0.0
20150120:1300,0.0,0.0,0.0,0.0,0.0,13.92,0.39,0.0
20150120:1400,0.0,0.0,0.0,0.0,0.0,13.61,0.48,0.0
20150120:1500,0.0,0.0,0.0,0.0,0.0,13.3,0.57,0.0
20150120:1600,505.0,0.0,15.54,0.29,11.27,13.96,0.77,0.0
20150120:1700,3755.0,0.0,59.42,1.11,20.98,14.62,0.98,0.0
20150120:1800,6086.0,0.0,87.76,1.64,28.91,15.27,1.19,0.0
20150120:1900,10680.0,0.0,141.69,2.65,34.25,15.56,1.36,0.0
20150120:2000,15552.0,9.49,188.59,3.6,36.22,15.85,1.54,0.0
20150120:2100,19632.0,31.11,214.06,4.23,34.44,16.13,1.71,0.0
20150120:2200,25672.0,96.22,218.25,4.69,29.26,16.02,1.83,0.0
20150120:2300,8167.0,0.0,112.44,2.1,21.45,15.92,1.95,0.0
20150121:0000,3959.0,0.0,62.16,1.16,12.01,15.81,2.07,0.0
20150121:0100,169.0,0.0,9.5,0.19,1.15,14.89,1.73,0.0
20150121:0200,0.0,0.0,0.0,0.0,0.0,13.98,1.4,0.0
20150121:0300,0.0,0.0,0.0,0.0,0.0,13.06,1.06,0.0
20150121:0400,0.0,0.0,0.0,0.0,0.0,13.28,1.12,0.0
20150121:0500,0.0,0.0,0.0,0.0,0.0,13.51,1.17,0.0
20150121:0600,0.0,0.0,0.0,0.0,0.0,13.73,1.23,0.0
20150121:0700,0.0,0.0,0.0,0.0,0.0,13.81,1.09,0.0
20150121:0800,0.0,0.0,0.0,0.0,0.0,13.89,0.95,0.0
20150121:0900,0.0,0.0,0.0,0.0,0.0,13.96,0.81,0.0
20150121:1000,0.0,0.0,0.0,0.0,0.0,13.83,1.07,0.0
20150121:1100,0.0,0.0,0.0,0.0,0.0,13.7,1.32,0.0
20150121:1200,0.0,0.0,0.0,0.0,0.0,13.56,1.57,0.0
20150121:1300,0.0,0.0,0.0,0.0,0.0,13.13,1.57,0.0
20150121:1400,0.0,0.0,0.0,0.0,0.0,12.69,1.57,0.0
20150121:1500,0.0,0.0,0.0,0.0,0.0,12.25,1.57,0.0
20150121:1600,23089.0,227.46,67.19,2.8,11.37,12.94,1.83,0.0
20150121:1700,45909.0,460.96,93.41,5.92,21.11,13.63,2.09,0.0
20150121:1800,62873.0,659.69,106.91,8.5,29.07,14.31,2.34,0.0
20150121:1900,74154.0,797.45,115.85,10.19,34.44,14.99,3.04,0.0
20150121:2000,79579.0,863.03,120.33,10.82,36.43,15.66,3.73,0.0
20150121:2100,79003.0,849.6,121.76,10.34,34.67,16.33,4.43,0.0
20150121:2200,71081.0,757.19,117.38,8.77,29.49,16.55,3.5,0.0
20150121:2300,56956.0,589.24,108.69,6.28,21.67,16.76,2.58,0.0
20150122:0000,35309.0,348.62,87.86,3.16,12.21,16.98,1.66,0.0
20150122:0100,240.0,0.0,10.97,0.2,1.33,16.72,1.94,0.0
20150122:0200,0.0,0.0,0.0,0.0,0.0,16.47,2.23,0.0
20150122:0300,0.0,0.0,0.0,0.0,0.0,16.21,2.52,0.0
20150122:0400,0.0,0.0,0.0,0.0,0.0,15.8,2.47,0.0
20150122:0500,0.0,0.0,0.0,0.0,0.0,15.38,2.42,0.0
20150122:0600,0.0,0.0,0.0,0.0,0.0,14.97,2.37,0.0
20150122:0700,0.0,0.0,0.0,0.0,0.0,14.71,2.14,0.0
20150122:0800,0.0,0.0,0.0,0.0,0.0,14.45,1.91,0.0
20150122:0900,0.0,0.0,0.0,0.0,0.0,14.19,1.68,0.0
20150122:1000,0.0,0.0,0.0,0.0,0.0,13.99,1.8,0.0
20150122:1100,0.0,0.0,0.0,0.0,0.0,13.78,1.91,0.0
20150122:1200,0.0,0.0,0.0,0.0,0.0,13.57,2.03,0.0
20150122:1300,0.0,0.0,0.0,0.0,0.0,13.52,1.8,0.0
20150122:1400,0.0,0.0,0.0,0.0,0.0,13.46,1.57,0.0
20150122:1500,0.0,0.0,0.0,0.0,0.0,13.41,1.34,0.0
20150122:1600,7776.0,34.94,74.19,1.59,11.47,14.2,1.26,0.0
20150122:1700,19871.0,93.61,153.68,3.57,21.24,14.99,1.18,0.0
20150122:1800,59051.0,633.18,101.27,8.19,29.23,15.78,1.1,0.0
20150122:1900,64113.0,645.57,162.2,9.25,34.64,16.47,1.11,0.0
20150122:2000,72866.0,809.38,128.71,10.41,36.66,17.16,1.12,0.0
20150122:2100,53518.0,409.18,259.83,8.07,34.91,17.84,1.13,0.0
20150122:2200,40555.0,264.96,233.52,6.16,29.72,17.71,1.36,0.0
20150122:2300,22816.0,117.41,165.78,3.72,21.88,17.58,1.58,0.0
20150123:0000,0.0,0.0,2.74,0.05,12.42,17.45,1.81,0.0
20150123:0100,0.0,0.0,0.0,0.0,0.0,16.97,1.88,0.0
20150123:0200,0.0,0.0,0.0,0.0,0.0,16.48,1.94,0.0
20150123:0300,0.0,0.0,0.0,0.0,0.0,16.0,2.01,0.0
20150123:0400,0.0,0.0,0.0,0.0,0.0,15.55,1.71,0.0
20150123:0500,0.0,0.0,0.0,0.0,0.0,15.09,1.4,0.0
20150123:0600,0.0,0.0,0.0,0.0,0.0,14.64,1.09,0.0
20150123:0700,0.0,0.0,0.0,0.0,0.0,14.63,1.18,0.0
20150123:0800,0.0,0.0,0.0,0.0,0.0,14.63,1.27,0.0
20150123:0900,0.0,0.0,0.0,0.0,0.0,14.62,1.37,0.0
20150123:1000,0.0,0.0,0.0,0.0,0.0,14.45,1.44,0.0
20150123:1100,0.0,0.0,0.0,0.0,0.0,14.28,1.52,0.0
20150123:1200,0.0,0.0,0.0,0.0,0.0,14.1,1.6,0.0
20150123:1300,0.0,0.0,0.0,0.0,0.0,13.9,1.54,0.0
20150123:1400,0.0,0.0,0.0,0.0,0.0,13.69,1.48,0.0
20150123:1500,0.0,0.0,0.0,0.0,0.0,13.48,1.42,0.0
20150123:1600,24340.0,242.01,70.65,3.0,11.58,14.21,1.3,0.0
20150123:1700,46931.0,481.49,95.27,6.21,21.38,14.94,1.17,0.0
20150123:1800,63195.0,683.09,109.98,8.86,29.41,15.67,1.05,0.0
20150123:1900,73486.0,821.7,118.84,10.57,34.85,16.19,1.21,0.0
20150123:2000,78164.0,887.32,123.3,11.2,36.89,16.71,1.37,0.0
20150123:2100,77153.0,871.38,123.24,10.67,35.15,17.22,1.53,0.0
20150123:2200,70321.0,773.57,120.15,9.05,29.95,17.43,1.6,0.0
20150123:2300,57024.0,600.35,109.74,6.47,22.1,17.65,1.66,0.0
20150124:0000,35960.0,357.23,88.73,3.29,12.63,17.86,1.72,0.0
20150124:0100,337.0,0.0,12.8,0.24,1.72,17.31,2.0,0.0
20150124:0200,0.0,0.0,0.0,0.0,0.0,16.75,2.28,0.0
20150124:0300,0.0,0.0,0.0,0.0,0.0,16.2,2.55,0.0
20150124:0400,0.0,0.0,0.0,0.0,0.0,15.6,2.27,0.0
20150124:0500,0.0,0.0,0.0,0.0,0.0,15.01,1.99,0.0
20150124:0600,0.0,0.0,0.0,0.0,0.0,14.41,1.71,0.0
20150124:0700,0.0,0.0,0.0,0.0,0.0,14.12,1.89,0.0
20150124:0800,0.0,0.0,0.0,0.0,0.0,13.84,2.07,0.0
20150124:0900,0.0,0.0,0.0,0.0,0.0,13.55,2.25,0.0
20150124:1000,0.0,0.0,0.0,0.0,0.0,13.57,2.91,0.0
20150124:1100,0.0,0.0,0.0,0.0,0.0,13.58,3.58,0.0
20150124:1200,0.0,0.0,0.0,0.0,0.0,13.59,4.25,0.0
20150124:1300,0.0,0.0,0.0,0.0,0.0,13.61,4.27,0.0
20150124:1400,0.0,0.0,0.0,0.0,0.0,13.63,4.29,0.0
20150124:1500,0.0,0.0,0.0,0.0,0.0,13.65,4.3,0.0
20150124:1600,24299.0,239.42,69.97,3.0,11.69,14.57,3.89,0.0
20150124:1700,47636.0,480.08,94.78,6.23,21.52,15.49,3.47,0.0
20150124:1800,64417.0,679.78,109.44,8.86,29.58,16.4,3.05,0.0
20150124:1900,75788.0,819.74,118.36,10.58,35.06,17.16,3.79,0.0
20150124:2000,81039.0,885.2,121.4,11.2,37.13,17.92,4.54,0.0
20150124:2100,80082.0,867.54,122.62,10.67,35.39,18.67,5.28,0.0
20150124:2200,71700.0,771.24,118.03,9.05,30.19,18.72,3.9,0.0
20150124:2300,57065.0,597.99,108.92,6.49,22.33,18.77,2.52,0.0
20150125:0000,35586.0,357.56,87.87,3.33,12.84,18.82,1.14,0.0
20150125:0100,386.0,0.0,13.71,0.26,1.91,18.36,1.42,0.0
20150125:0200,0.0,0.0,0.0,0.0,0.0,17.91,1.69,0.0
20150125:0300,0.0,0.0,0.0,0.0,0.0,17.45,1.96,0.0
20150125:0400,0.0,0.0,0.0,0.0,0.0,16.88,1.8,0.0
20150125:0500,0.0,0.0,0.0,0.0,0.0,16.31,1.64,0.0
20150125:0600,0.0,0.0,0.0,0.0,0.0,15.74,1.48,0.0
20150125:0700,0.0,0.0,0.0,0.0,0.0,15.47,1.57,0.0
20150125:0800,0.0,0.0,0.0,0.0,0.0,15.2,1.66,0.0
20150125:0900,0.0,0.0,0.0,0.0,0.0,14.92,1.75,0.0
20150125:1000,0.0,0.0,0.0,0.0,0.0,14.66,1.86,0.0
20150125:1100,0.0,0.0,0.0,0.0,0.0,14.39,1.96,0.0
20150125:1200,0.0,0.0,0.0,0.0,0.0,14.12,2.07,0.0
20150125:1300,0.0,0.0,0.0,0.0,0.0,14.25,1.96,0.0
20150125:1400,0.0,0.0,0.0,0.0,0.0,14.37,1.86,0.0
20150125:1500,0.0,0.0,0.0,0.0,0.0,14.49,1.75,0.0
20150125:1600,23879.0,238.68,69.47,3.02,11.81,15.23,1.51,0.0
20150125:1700,46325.0,476.99,94.19,6.23,21.67,15.98,1.26,0.0
20150125:1800,62305.0,676.43,108.89,8.86,29.77,16.72,1.02,0.0
20150125:1900,71922.0,814.65,116.38,10.55,35.28,17.28,0.85,0.0
20150125:2000,55690.0,432.22,272.05,8.76,37.37,17.84,0.67,0.0
20150125:2100,50705.0,366.93,273.07,7.99,35.65,18.39,0.5,0.0
20150125:2200,20861.0,54.55,209.35,4.28,30.44,19.03,0.66,0.0
20150125:2300,3514.0,0.0,57.59,1.08,22.55,19.68,0.82,0.0
20150126:0000,3217.0,0.0,53.93,1.01,13.05,20.32,0.98,0.0
20150126:0100,0.0,0.0,5.48,0.1,2.1,19.21,1.09,0.0
20150126:0200,0.0,0.0,0.0,0.0,0.0,18.1,1.2,0.0
20150126:0300,0.0,0.0,0.0,0.0,0.0,16.99,1.31,0.0
20150126:0400,0.0,0.0,0.0,0.0,0.0,16.66,1.69,0.0
20150126:0500,0.0,0.0,0.0,0.0,0.0,16.34,2.07,0.0
20150126:0600,0.0,0.0,0.0,0.0,0.0,16.01,2.46,0.0
20150126:0700,0.0,0.0,0.0,0.0,0.0,15.73,1.98,0.0
20150126:0800,0.0,0.0,0.0,0.0,0.0,15.45,1.5,0.0
20150126:0900,0.0,0.0,0.0,0.0,0.0,15.17,1.02,0.0
20150126:1000,0.0,0.0,0.0,0.0,0.0,15.04,1.12,0.0
20150126:1100,0.0,0.0,0.0,0.0,0.0,14.9,1.22,0.0
20150126:1200,0.0,0.0,0.0,0.0,0.0,14.76,1.32,0.0
20150126:1300,0.0,0.0,0.0,0.0,0.0,15.26,1.5,0.0
20150126:1400,0.0,0.0,0.0,0.0,0.0,15.76,1.68,0.0
20150126:1500,0.0,0.0,0.0,0.0,0.0,16.26,1.86,0.0
20150126:1600,5298.0,9.29,69.96,1.37,11.94,16.76,1.96,0.0
20150126:1700,27736.0,185.7,155.65,4.4,21.83,17.26,2.06,0.0
20150126:1800,22448.0,67.46,211.58,4.51,29.96,17.76,2.15,0.0
20150126:1900,60129.0,520.42,214.18,8.84,35.5,17.66,3.52,0.0
20150126:2000,46380.0,260.69,296.99,7.65,37.62,17.56,4.89,0.0
20150126:2100,33278.0,126.01,274.0,6.06,35.9,17.46,6.26,0.0
20150126:2200,21440.0,54.26,210.16,4.3,30.68,16.93,4.42,0.0
20150126:2300,4023.0,0.0,63.07,1.18,22.78,16.39,2.57,0.0
20150127:0000,2015.0,0.0,37.48,0.7,13.26,15.86,0.73,0.0
20150127:0100,0.0,0.0,4.57,0.09,2.3,15.54,0.55,0.0
20150127:0200,0.0,0.0,0.0,0.0,0.0,15.22,0.36,0.0
20150127:0300,0.0,0.0,0.0,0.0,0.0,14.9,0.18,0.0
20150127:0400,0.0,0.0,0.0,0.0,0.0,14.77,0.71,0.0
20150127:0500,0.0,0.0,0.0,0.0,0.0,14.65,1.24,0.0
20150127:0600,0.0,0.0,0.0,0.0,0.0,14.52,1.77,0.0
20150127:0700,0.0,0.0,0.0,0.0,0.0,14.64,1.65,0.0
20150127:0800,0.0,0.0,0.0,0.0,0.0,14.76,1.53,0.0
20150127:0900,0.0,0.0,0.0,0.0,0.0,14.88,1.41,0.0
20150127:1000,0.0,0.0,0.0,0.0,0.0,14.83,1.37,0.0
20150127:1100,0.0,0.0,0.0,0.0,0.0,14.78,1.32,0.0
20150127:1200,0.0,0.0,0.0,0.0,0.0,14.72,1.28,0.0
20150127:1300,0.0,0.0,0.0,0.0,0.0,14.74,1.19,0.0
20150127:1400,0.0,0.0,0.0,0.0,0.0,14.76,1.09,0.0
20150127:1500,0.0,0.0,0.0,0.0,0.0,14.78,0.99,0.0
20150127:1600,22443.0,224.13,67.26,2.94,12.07,15.13,0.8,0.0
20150127:1700,44107.0,454.8,90.77,6.04,21.99,15.49,0.61,0.0
20150127:1800,59790.0,649.77,105.57,8.62,30.15,15.84,0.41,0.0
20150127:1900,70567.0,786.22,114.47,10.31,35.73,16.18,1.01,0.0
20150127:2000,76036.0,852.41,118.88,10.96,37.87,16.52,1.6,0.0
20150127:2100,61740.0,533.49,230.82,8.93,36.16,16.85,2.19,0.0
20150127:2200,69527.0,748.87,115.35,8.95,30.93,16.72,2.55,0.0
20150127:2300,56571.0,583.22,106.02,6.47,23.02,16.58,2.9,0.0
20150128:0000,35689.0,348.66,86.02,3.38,13.47,16.45,3.26,0.0
20150128:0100,5923.0,70.8,21.29,0.44,2.5,16.16,2.84,0.0
20150128:0200,0.0,0.0,0.0,0.0,0.0,15.86,2.43,0.0
20150128:0300,0.0,0.0,0.0,0.0,0.0,15.57,2.01,0.0
20150128:0400,0.0,0.0,0.0,0.0,0.0,15.48,2.07,0.0
20150128:0500,0.0,0.0,0.0,0.0,0.0,15.4,2.12,0.0
20150128:0600,0.0,0.0,0.0,0.0,0.0,15.31,2.18,0.0
20150128:0700,0.0,0.0,0.0,0.0,0.0,15.22,1.99,0.0
20150128:0800,0.0,0.0,0.0,0.0,0.0,15.13,1.79,0.0
20150128:0900,0.0,0.0,0.0,0.0,0.0,15.04,1.6,0.0
20150128:1000,0.0,0.0,0.0,0.0,0.0,14.85,1.57,0.0
20150128:1100,0.0,0.0,0.0,0.0,0.0,14.66,1.54,0.0
20150128:1200,0.0,0.0,0.0,0.0,0.0,14.47,1.52,0.0
20150128:1300,0.0,0.0,0.0,0.0,0.0,14.52,1.44,0.0
20150128:1400,0.0,0.0,0.0,0.0,0.0,14.56,1.37,0.0
20150128:1500,17.0,0.0,6.05,0.12,1.11,14.6,1.3,0.0
20150128:1600,8486.0,38.13,80.01,1.74,12.2,15.2,1.03,0.0
20150128:1700,24250.0,138.99,161.28,4.13,22.15,15.8,0.77,0.0
20150128:1800,36409.0,218.5,229.78,6.15,30.35,16.4,0.51,0.0
20150128:1900,51944.0,387.56,260.71,8.3,35.97,16.88,0.77,0.0
20150128:2000,49592.0,321.12,295.64,8.19,38.13,17.35,1.03,0.0
20150128:2100,48672.0,319.24,284.6,7.84,36.43,17.82,1.28,0.0
20150128:2200,27807.0,109.04,234.77,5.14,31.19,17.85,1.23,0.0
20150128:2300,10791.0,9.37,134.91,2.58,23.25,17.89,1.17,0.0
20150129:0000,5865.0,7.12,78.93,1.5,13.69,17.92,1.12,0.0
20150129:0100,192.0,0.0,10.06,0.19,2.69,17.4,1.37,0.0
20150129:0200,0.0,0.0,0.0,0.0,0.0,16.87,1.62,0.0
20150129:0300,0.0,0.0,0.0,0.0,0.0,16.35,1.88,0.0
20150129:0400,0.0,0.0,0.0,0.0,0.0,16.23,1.72,0.0
20150129:0500,0.0,0.0,0.0,0.0,0.0,16.12,1.57,0.0
20150129:0600,0.0,0.0,0.0,0.0,0.0,16.0,1.42,0.0
20150129:0700,0.0,0.0,0.0,0.0,0.0,15.77,1.4,0.0
20150129:0800,0.0,0.0,0.0,0.0,0.0,15.55,1.37,0.0
20150129:0900,0.0,0.0,0.0,0.0,0.0,15.32,1.35,0.0
20150129:1000,0.0,0.0,0.0,0.0,0.0,15.14,1.47,0.0
20150129:1100,0.0,0.0,0.0,0.0,0.0,14.96,1.58,0.0
20150129:1200,0.0,0.0,0.0,0.0,0.0,14.78,1.7,0.0
20150129:1300,0.0,0.0,0.0,0.0,0.0,14.94,1.58,0.0
20150129:1400,0.0,0.0,0.0,0.0,0.0,15.09,1.47,0.0
20150129:1500,0.0,0.0,3.46,0.07,1.23,15.24,1.35,0.0
20150129:1600,3296.0,0.0,53.93,1.01,12.34,15.62,1.05,0.0
20150129:1700,20969.0,100.38,161.48,3.82,22.33,16.0,0.74,0.0
20150129:1800,34126.0,187.16,233.22,5.94,30.56,16.38,0.44,0.0
20150129:1900,51286.0,367.76,266.67,8.23,36.21,16.63,1.22,0.0
20150129:2000,62800.0,540.43,240.6,9.46,38.4,16.88,2.0,0.0
20150129:2100,33298.0,125.84,279.24,6.18,36.7,17.13,2.77,0.0
20150129:2200,18412.0,31.7,199.65,3.96,31.44,17.15,2.51,0.0
20150129:2300,1935.0,0.0,36.56,0.68,23.49,17.16,2.25,0.0
20150130:0000,1867.0,0.0,35.65,0.67,13.91,17.18,1.99,0.0
